,age,birthday,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,annual_salary,Forward,Goalkeeper,Midfielder,Arsenal,Brighton & Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
525,32,577065600,452,172,280,6,2,4,0,0,0,0,0,0,0,0,1,0,1,12,5,7,0,0,0.0,0.0,0.0,0.0,0.0,0,2.39,38,75,0,0,0.0,264,321,-1,14,3123666.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,25,783648000,1942,942,1000,26,10,11,7,5,2,0,0,0,1,0,4,2,2,36,15,21,4,0,0.32,0.0,0.32,0.48,0.18,277,1.67,54,75,486,0,0.19,55,347,-1,1,3007974.2217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,31,604022400,1484,607,877,19,7,10,0,0,0,1,1,0,0,0,4,1,3,22,9,13,2,0,0.06,0.06,0.0,0.0,0.0,0,1.33,67,78,742,1484,0.12,297,194,90,15,2984836.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,24,822528000,890,315,575,29,2,6,1,0,1,1,1,0,0,0,6,4,2,11,2,9,1,0,0.2,0.1,0.1,0.0,0.16,890,1.11,81,31,890,890,0.1,164,145,-1,13,2984836.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,28,699148800,2535,1324,1211,30,15,14,14,5,9,9,4,5,1,1,9,5,4,44,17,27,3,0,0.82,0.32,0.5,0.34,0.67,181,1.56,58,85,845,282,0.11,17,16,-1,1,2952703.4499999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,30,644544000,2142,1008,1134,32,10,13,3,2,1,1,0,1,0,0,9,5,4,42,20,22,4,0,0.17,0.04,0.13,0.18,0.08,714,1.76,51,67,536,2142,0.17,133,220,-1,7,2952703.4499999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,27,719798400,943,530,413,16,6,5,5,3,2,0,0,0,0,0,9,4,5,11,6,5,3,0,0.48,0.0,0.48,0.51,0.44,189,1.05,86,59,314,0,0.29,19,338,-1,4,2952703.4499999997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,23,849657600,2371,1210,1161,33,15,14,9,7,2,5,3,2,0,0,9,7,2,29,11,18,11,0,0.53,0.19,0.34,0.52,0.16,263,1.1,82,72,216,474,0.42,52,69,-1,2,2952703.4499999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,23,868320000,2278,1289,989,30,17,12,7,4,3,5,3,2,0,0,9,5,4,39,17,22,3,0,0.47,0.2,0.28,0.28,0.27,325,1.54,58,76,759,456,0.12,68,65,-1,4,2952703.4499999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,29,672883200,2073,1051,1022,25,12,13,1,1,0,1,0,1,0,0,9,5,4,30,10,20,6,1,0.09,0.04,0.04,0.09,0.0,2073,1.3,69,83,296,2073,0.3,235,228,85,10,2952703.4499999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,34,513907200,1710,900,810,19,10,9,0,0,0,0,0,0,0,0,4,3,1,23,10,13,3,0,0.0,0.0,0.0,0.0,0.0,0,1.21,74,90,570,0,0.16,382,354,68,18,2936780.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,29,673401600,3124,1648,1476,38,19,17,13,8,5,7,4,3,2,0,9,7,2,39,20,19,4,0,0.58,0.2,0.37,0.44,0.3,240,1.12,80,82,781,446,0.12,42,63,-1,1,2846006.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,26,752630400,1227,590,637,26,6,6,2,2,0,0,0,0,0,0,4,3,1,19,9,10,1,0,0.15,0.0,0.15,0.31,0.0,614,1.39,65,47,1227,0,0.07,119,281,-1,7,2811299.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,24,822268800,1080,540,540,12,6,6,0,0,0,0,0,0,0,0,3,1,2,17,9,8,0,0,0.0,0.0,0.0,0.0,0.0,0,1.42,64,90,0,0,0.0,376,339,104,25,2776592.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
422,25,793065600,3412,1710,1702,38,19,19,4,3,1,0,0,0,0,0,10,6,4,66,23,43,3,0,0.11,0.0,0.11,0.16,0.05,853,1.74,52,90,1137,0,0.08,156,293,148,5,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,28,710294400,155,90,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.16,78,78,0,0,0.0,-1,-1,-1,17,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,32,557971200,2222,1108,1114,33,13,12,2,1,1,5,4,1,0,0,6,3,3,31,16,15,10,0,0.28,0.2,0.08,0.08,0.08,1111,1.26,72,67,222,444,0.41,183,66,-1,8,2776592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,36,435456000,180,90,90,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,0,0,0.0,-1,-1,-1,22,2776592.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,26,752630400,1756,822,934,23,9,10,0,0,0,1,1,0,0,0,6,3,3,26,11,15,2,0,0.05,0.05,0.0,0.0,0.0,0,1.33,68,76,878,1756,0.1,368,203,89,25,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,27,727056000,63,63,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1.43,0.0,1.43,1.43,0.0,63,4.29,21,63,63,0,1.43,-1,-1,-1,9,2776592.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,21,924048000,2143,971,1172,33,10,13,0,0,0,0,0,0,0,0,4,3,1,28,9,19,9,0,0.0,0.0,0.0,0.0,0.0,0,1.18,77,65,238,0,0.38,386,405,-1,26,2776592.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,28,693187200,2002,1173,829,24,13,9,4,3,1,1,0,1,0,0,8,5,3,21,14,7,12,0,0.22,0.04,0.18,0.23,0.11,501,0.94,95,83,167,2002,0.54,108,230,23,3,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,28,682905600,2014,934,1080,23,11,12,1,0,1,0,0,0,0,0,5,2,3,27,13,14,2,0,0.04,0.0,0.04,0.0,0.08,2014,1.21,75,88,1007,0,0.09,233,356,66,10,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,24,811123200,30,7,23,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,0.0,-1,-1,-1,17,2776592.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,30,625708800,2400,1307,1093,37,14,12,12,6,6,2,1,1,2,0,8,5,3,34,16,18,8,0,0.53,0.08,0.45,0.41,0.49,200,1.28,71,65,300,1200,0.3,27,172,-1,1,2776592.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,32,584582400,2947,1518,1429,33,17,16,1,0,1,3,2,1,0,0,7,4,3,47,24,23,15,1,0.12,0.09,0.03,0.0,0.06,2947,1.44,63,89,184,982,0.49,253,155,-1,9,2776592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556,33,538444800,1575,675,900,18,7,10,0,0,0,0,0,0,0,0,5,2,3,23,8,15,0,0,0.0,0.0,0.0,0.0,0.0,0,1.31,68,88,0,0,0.0,321,404,87,13,2776592.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,27,718675200,1085,404,681,15,4,8,1,1,0,0,0,0,0,0,3,2,1,13,1,12,5,0,0.08,0.0,0.08,0.22,0.0,1085,1.08,83,72,217,0,0.41,185,340,-1,11,2776592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,27,734486400,874,416,458,23,3,5,3,2,1,0,0,0,0,0,3,3,0,13,5,8,5,0,0.31,0.0,0.31,0.43,0.2,291,1.34,67,38,175,0,0.51,60,289,-1,3,2776592.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,38,370483200,180,90,90,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,90,0,0,0.0,-1,-1,-1,19,2776592.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,638496000,586,308,278,16,3,2,2,2,0,0,0,0,0,0,4,2,2,12,8,4,1,0,0.31,0.0,0.31,0.58,0.0,293,1.84,49,37,586,0,0.15,61,265,-1,5,2776592.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
449,39,349660800,86,56,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14,86,0,1.05,-1,-1,-1,23,2776592.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,29,665539200,3169,1530,1639,36,17,19,4,2,2,0,0,0,0,0,8,6,2,38,17,21,3,1,0.11,0.0,0.11,0.12,0.11,792,1.08,83,88,792,0,0.11,153,312,43,4,2776592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,28,694224000,3088,1558,1530,35,18,17,5,2,3,1,1,0,0,0,7,5,2,51,23,28,5,1,0.17,0.03,0.15,0.12,0.18,618,1.49,61,88,515,3088,0.17,120,253,115,2,2776592.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,29,664329600,2198,1107,1091,31,11,13,1,1,0,1,1,0,0,0,4,3,1,49,21,28,0,0,0.08,0.04,0.04,0.08,0.0,2198,2.01,45,71,0,2198,0.0,227,217,-1,10,2776592.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,23,855532800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2637762.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,31,614736000,3313,1693,1620,37,19,18,1,1,0,2,1,1,0,0,8,5,3,54,27,27,6,0,0.08,0.05,0.03,0.05,0.0,3313,1.47,61,90,552,1657,0.16,248,204,-1,11,2637762.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,31,600825600,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,11,5,6,44,23,21,1,0,0.0,0.0,0.0,0.0,0.0,0,1.16,78,90,3420,0,0.03,345,319,58,18,2637762.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,29,674697600,1055,515,540,12,6,6,0,0,0,0,0,0,0,0,3,3,0,12,3,9,0,0,0.0,0.0,0.0,0.0,0.0,0,1.02,88,88,0,0,0.0,278,301,35,14,2637762.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,25,797904000,1469,635,834,19,7,10,2,1,1,0,0,0,0,0,4,4,0,19,6,13,1,0,0.12,0.0,0.12,0.14,0.11,735,1.16,77,77,1469,0,0.06,144,331,-1,8,2632422.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,20,942883200,335,217,118,8,2,1,1,1,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0.27,0.0,0.27,0.41,0.0,335,1.34,67,42,0,0,0.0,72,316,-1,13,2631249.706060607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
465,25,786672000,49,17,32,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.84,49,16,0,0,0.0,-1,-1,-1,14,2631249.706060607,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,26,757814400,67,29,38,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,0.0,-1,-1,-1,28,2631249.706060607,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,21,928022400,62,4,58,5,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,1.45,0.0,1.45,0.0,1.55,62,2.9,31,12,0,0,0.0,-1,-1,-1,14,2631249.706060607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,21,908236800,46,46,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,46,0,0,0.0,-1,-1,-1,17,2631249.706060607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,21,926985600,180,90,90,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,2.5,36,90,0,0,0.0,-1,-1,-1,28,2631249.706060607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,32,578016000,25,8,17,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,0.0,-1,-1,-1,23,2631249.706060607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,35,490406400,185,13,172,3,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,2.43,37,62,0,0,0.0,-1,-1,-1,25,2631249.706060607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,20,941673600,26,0,26,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,6.92,13,13,0,0,0.0,-1,-1,-1,17,2631249.706060607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315,22,882489600,874,331,543,13,3,6,4,2,2,0,0,0,0,0,1,1,0,22,7,15,0,0,0.41,0.0,0.41,0.54,0.33,219,2.27,40,67,0,0,0.0,32,307,-1,1,2631249.706060607,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,23,864345600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2631249.706060607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534,22,883699200,795,499,296,12,6,4,0,0,0,0,0,0,0,0,1,1,0,18,9,9,3,0,0.0,0.0,0.0,0.0,0.0,0,2.04,44,66,265,0,0.34,319,408,164,22,2631249.706060607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,23,859507200,209,139,70,7,1,1,0,0,0,1,1,0,0,0,1,0,1,5,3,2,0,0,0.43,0.43,0.0,0.0,0.0,0,2.15,42,30,0,209,0.0,-1,-1,-1,20,2631249.706060607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223,30,645926400,361,90,271,5,1,3,0,0,0,1,0,1,0,0,1,0,1,9,2,7,0,0,0.25,0.25,0.0,0.0,0.0,0,2.24,40,72,0,361,0.0,419,41,-1,15,2631249.706060607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,33,551664000,246,102,144,5,1,2,0,0,0,2,2,0,0,0,1,1,0,2,1,1,0,0,0.73,0.73,0.0,0.0,0.0,0,0.73,123,49,0,123,0.0,-1,-1,-1,15,2631249.706060607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,25,775872000,660,360,300,10,4,3,0,0,0,0,0,0,0,0,3,2,1,10,3,7,0,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,66,0,0,0.0,274,296,96,17,2623879.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,26,762652800,2780,1269,1511,33,15,17,1,1,0,1,1,0,0,0,8,6,2,36,16,20,6,0,0.06,0.03,0.03,0.07,0.0,2780,1.17,77,84,463,2780,0.19,257,237,59,12,2545654.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,26,761184000,2722,1405,1317,32,17,15,1,0,1,1,0,1,0,0,4,3,1,62,27,35,4,0,0.07,0.03,0.03,0.0,0.07,2722,2.05,44,85,681,2722,0.13,261,236,166,10,2429518.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,26,768096000,1097,503,594,18,5,7,0,0,0,3,2,1,0,0,6,3,3,12,6,6,2,0,0.25,0.25,0.0,0.0,0.0,0,0.98,91,61,549,366,0.16,350,40,30,19,2429518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
511,34,513993600,269,126,143,21,0,1,0,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0.33,0.33,0.0,0.0,0.0,0,0.33,269,13,0,269,0.0,-1,-1,-1,19,2429518.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,33,545529600,1217,487,730,16,5,9,1,1,0,1,1,0,0,0,4,2,2,20,8,12,1,0,0.15,0.07,0.07,0.18,0.0,1217,1.48,61,76,1217,1217,0.07,198,187,-1,10,2429518.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,28,702691200,3060,1530,1530,34,17,17,0,0,0,0,0,0,0,0,6,4,2,52,25,27,2,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,90,1530,0,0.06,398,389,122,15,2429518.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,28,704678400,311,91,220,13,1,2,1,1,0,1,0,1,0,0,1,1,0,4,0,4,1,0,0.58,0.29,0.29,0.99,0.0,311,1.16,78,24,311,311,0.29,66,23,-1,12,2429518.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,34,520128000,391,248,143,11,3,2,0,0,0,0,0,0,0,0,3,2,1,8,6,2,1,0,0.0,0.0,0.0,0.0,0.0,0,1.84,49,36,391,0,0.23,305,260,-1,19,2429518.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,30,618624000,22,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,4.09,22,11,22,0,4.09,-1,-1,-1,16,2429518.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371,28,706665600,630,270,360,7,3,4,0,0,0,0,0,0,0,0,0,0,0,19,7,12,1,0,0.0,0.0,0.0,0.0,0.0,0,2.71,33,90,630,0,0.14,296,283,174,14,2429518.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,25,780796800,1777,1009,768,31,12,7,2,2,0,3,1,2,0,0,5,3,2,34,15,19,2,1,0.25,0.15,0.1,0.18,0.0,889,1.72,52,57,592,592,0.15,167,90,-1,6,2429518.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,30,622771200,857,416,441,11,4,5,3,1,2,0,0,0,0,0,2,0,2,14,9,5,1,0,0.32,0.0,0.32,0.22,0.41,286,1.47,61,78,857,0,0.11,59,315,113,4,2429518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,33,530496000,90,90,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,90,0,0,0.0,-1,-1,-1,17,2429518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,24,811382400,1185,483,702,16,5,8,1,1,0,3,2,1,0,0,1,0,1,24,10,14,2,0,0.3,0.23,0.08,0.19,0.0,1185,1.82,49,74,593,395,0.15,189,52,151,11,2429518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
425,25,787190400,266,67,199,9,1,2,0,0,0,0,0,0,0,0,1,1,0,5,2,3,2,0,0.0,0.0,0.0,0.0,0.0,0,1.69,53,30,133,0,0.68,-1,-1,-1,19,2429518.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,30,625622400,551,191,360,7,2,4,1,1,0,0,0,0,0,0,0,0,0,12,6,6,1,0,0.16,0.0,0.16,0.47,0.0,551,1.96,46,79,551,0,0.16,114,358,159,11,2429518.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,39,351043200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2429518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,28,705628800,2052,869,1183,28,8,13,0,0,0,1,0,1,0,0,3,1,2,43,17,26,0,0,0.04,0.04,0.0,0.0,0.0,0,1.89,48,73,0,2052,0.0,307,232,156,13,2429518.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,26,762566400,44,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,44,0,0,0.0,-1,-1,-1,16,2429518.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,26,764812800,128,61,67,7,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,0,0.7,0.7,0.0,0.0,0.0,0,0.0,0,18,0,128,0.0,-1,-1,-1,14,2429518.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,31,597456000,1059,446,613,23,3,7,0,0,0,1,0,1,0,0,3,2,1,22,6,16,1,0,0.08,0.08,0.0,0.0,0.0,0,1.87,48,46,1059,1059,0.08,331,170,-1,27,2429518.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265,28,696816000,2069,898,1171,32,12,13,3,1,2,0,0,0,0,0,6,3,3,41,18,23,4,0,0.13,0.0,0.13,0.1,0.15,690,1.78,50,65,517,0,0.17,130,349,-1,6,2429518.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,24,822355200,983,507,476,24,3,3,6,3,3,2,2,0,0,0,12,9,3,8,2,6,0,0,0.73,0.18,0.55,0.53,0.57,164,0.73,123,41,0,492,0.0,13,78,-1,3,2429518.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,28,685843200,1986,979,1007,26,10,11,0,0,0,0,0,0,0,0,9,3,6,27,15,12,1,0,0.0,0.0,0.0,0.0,0.0,0,1.22,74,76,1986,0,0.05,347,269,69,22,2429518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,22,872812800,985,462,523,16,5,6,1,0,1,1,0,1,0,0,4,3,1,16,5,11,3,1,0.18,0.09,0.09,0.0,0.17,985,1.46,62,62,328,985,0.27,178,166,-1,15,2429518.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,28,690595200,1832,982,850,30,10,8,2,1,1,6,5,1,0,0,3,3,0,36,17,19,5,1,0.39,0.29,0.1,0.09,0.11,916,1.77,51,61,305,305,0.29,163,27,-1,6,2429518.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,28,695347200,715,390,325,16,4,2,0,0,0,1,0,1,0,0,2,1,1,12,8,4,4,1,0.13,0.13,0.0,0.0,0.0,0,1.51,60,45,143,715,0.63,268,108,-1,13,2429518.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,26,771638400,36,36,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,0.0,-1,-1,-1,28,2360103.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,30,640828800,2148,1248,900,24,14,10,3,1,2,1,0,1,0,0,3,2,1,37,21,16,6,0,0.17,0.04,0.13,0.07,0.2,716,1.55,58,90,358,2148,0.25,129,235,125,2,2290688.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,26,758332800,1345,657,688,25,8,8,1,0,1,2,1,1,0,0,5,3,2,18,10,8,3,0,0.2,0.13,0.07,0.0,0.13,1345,1.2,75,54,448,673,0.2,193,112,-1,9,2255981.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,22,878256000,2362,1293,1069,33,15,11,10,4,6,6,3,3,0,0,6,2,4,34,17,17,4,1,0.61,0.23,0.38,0.28,0.51,236,1.3,69,72,472,394,0.19,39,53,-1,3,2255981.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,26,758937600,1131,547,584,15,7,6,0,0,0,0,0,0,0,0,3,2,1,25,10,15,2,0,0.0,0.0,0.0,0.0,0.0,0,1.99,45,75,566,0,0.16,302,258,161,11,2221273.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,20,953942400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2206829.2888788464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
